Id,ActivityDate,TotalSteps,TotalDistance,TotalModTime,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,4/12/2016,13162,8.5,38,0.0,1.879999995,0.550000012,6.059999943,0.0,25,13,328,728,1985
1503960366,4/13/2016,10735,6.96999979,40,0.0,1.570000052,0.689999998,4.710000038,0.0,21,19,217,776,1797
1503960366,4/14/2016,10460,6.739999771,41,0.0,2.440000057,0.400000006,3.910000086,0.0,30,11,181,1218,1776
1503960366,4/15/2016,9762,6.28000021,63,0.0,2.140000105,1.25999999,2.829999924,0.0,29,34,209,726,1745
1503960366,4/16/2016,12669,8.159999847,46,0.0,2.710000038,0.409999996,5.039999962,0.0,36,10,221,773,1863
1503960366,4/17/2016,9705,6.480000019,58,0.0,3.190000057,0.779999971,2.50999999,0.0,38,20,164,539,1728
1503960366,4/18/2016,13019,8.590000153,58,0.0,3.25,0.639999986,4.710000038,0.0,42,16,233,1149,1921
1503960366,4/19/2016,15506,9.880000114,81,0.0,3.529999971,1.320000052,5.03000021,0.0,50,31,264,775,2035
1503960366,4/20/2016,10544,6.679999828,40,0.0,1.960000038,0.479999989,4.239999771,0.0,28,12,205,818,1786
1503960366,4/21/2016,9819,6.340000153,27,0.0,1.340000033,0.349999994,4.650000095,0.0,19,8,211,838,1775
1503960366,4/22/2016,12764,8.130000114,93,0.0,4.760000229,1.120000005,2.24000001,0.0,66,27,130,1217,1827
1503960366,4/23/2016,14371,9.039999962,62,0.0,2.809999943,0.870000005,5.360000134,0.0,41,21,262,732,1949
1503960366,4/24/2016,10039,6.409999847,44,0.0,2.920000076,0.209999993,3.279999971,0.0,39,5,238,709,1788
1503960366,4/26/2016,13755,8.789999962,54,0.0,2.329999924,0.920000017,5.539999962,0.0,31,23,279,833,1970
1503960366,4/28/2016,13154,8.529999733,76,0.0,3.539999962,1.159999967,3.789999962,0.0,48,28,189,782,1898
1503960366,4/30/2016,14673,9.25,86,0.0,3.559999943,1.419999957,4.269999981,0.0,52,34,217,712,1947
1503960366,5/1/2016,10602,6.809999943,68,0.0,2.289999962,1.600000024,2.920000076,0.0,33,35,246,730,1820
1503960366,5/2/2016,14727,9.710000038,56,0.0,3.210000038,0.569999993,5.920000076,0.0,41,15,277,798,2004
1503960366,5/3/2016,15103,9.659999847,74,0.0,3.730000019,1.049999952,4.880000114,0.0,50,24,254,816,1990
1503960366,5/4/2016,11100,7.150000095,58,0.0,2.460000038,0.870000005,3.819999933,0.0,36,22,203,1179,1819
1503960366,5/5/2016,14070,8.899999619,69,0.0,2.920000076,1.080000043,4.880000114,0.0,45,24,250,857,1959
1503960366,5/6/2016,12159,8.029999733,30,0.0,1.970000029,0.25,5.809999943,0.0,24,6,289,754,1896
1503960366,5/8/2016,10060,6.579999924,52,0.0,3.529999971,0.319999993,2.730000019,0.0,44,8,203,574,1740
1503960366,5/9/2016,12022,7.71999979,57,0.0,3.450000048,0.529999971,3.74000001,0.0,46,11,206,835,1819
1503960366,5/10/2016,12207,7.769999981,77,0.0,3.349999905,1.159999967,3.25999999,0.0,46,31,214,746,1859
1503960366,5/11/2016,12770,8.130000114,59,0.0,2.559999943,1.00999999,4.550000191,0.0,36,23,251,669,1783
1624580081,4/24/2016,6076,3.950000048,34,0.0,1.149999976,0.910000026,1.889999986,0.0,16,18,185,1221,1617
1624580081,4/27/2016,8367,5.440000057,53,0.0,1.110000014,1.870000005,2.460000038,0.0,17,36,154,1233,1670
1624580081,5/2/2016,7155,4.929999828,13,0.0,0.860000014,0.589999974,3.470000029,0.0,7,6,166,1261,1497
1644430081,4/13/2016,8001,5.820000172,46,0.0,2.279999971,0.899999976,2.640000105,0.0,30,16,135,1259,2902
1644430081,4/15/2016,5263,3.829999924,7,0.0,0.219999999,0.150000006,3.450000048,0.0,3,4,170,1263,2750
1644430081,4/16/2016,15300,11.11999989,93,0.0,4.099999905,1.879999995,5.090000153,0.0,51,42,212,1135,3493
1644430081,4/17/2016,8757,6.369999886,42,0.0,2.25,0.569999993,3.549999952,0.0,29,13,186,1212,3011
1644430081,4/18/2016,7132,5.190000057,48,0.0,1.070000052,1.669999957,2.450000048,0.0,15,33,121,1271,2806
1644430081,4/26/2016,9919,7.210000038,52,0.0,0.800000012,1.720000029,4.690000057,0.0,11,41,223,1165,3123
1644430081,5/1/2016,6132,4.460000038,27,0.0,0.239999995,0.99000001,3.230000019,0.0,3,24,146,908,2696
1844505072,4/21/2016,8054,5.320000172,15,0.0,0.119999997,0.519999981,4.679999828,0.0,2,13,308,1117,2062
1927972279,5/2/2016,3790,2.619999886,24,0.0,1.159999967,0.300000012,1.159999967,0.0,16,8,94,1322,2505
1927972279,5/3/2016,1326,0.920000017,10,0.0,0.730000019,0.0,0.180000007,0.0,10,0,17,1413,2195
2022484408,4/12/2016,11875,8.340000153,56,0.0,3.309999943,0.769999981,4.260000229,0.0,42,14,227,1157,2390
2022484408,4/13/2016,12024,8.5,48,0.0,2.99000001,0.100000001,5.409999847,0.0,43,5,292,1100,2601
2022484408,4/14/2016,10690,7.5,35,0.0,2.480000019,0.209999993,4.820000172,0.0,32,3,257,1148,2312
2022484408,4/15/2016,11034,8.029999733,36,0.0,1.940000057,0.310000002,5.78000021,0.0,27,9,282,1122,2525
2022484408,4/16/2016,10100,7.090000153,52,0.0,3.150000095,0.550000012,3.390000105,0.0,41,11,151,1237,2177
2022484408,4/17/2016,15112,11.39999962,57,0.0,3.869999886,0.660000026,6.880000114,0.0,28,29,331,1052,2782
2022484408,4/18/2016,14131,10.06999969,51,0.0,3.640000105,0.119999997,6.300000191,0.0,48,3,311,1078,2770
2022484408,4/19/2016,11548,8.529999733,38,0.0,3.289999962,0.239999995,5.0,0.0,31,7,250,1152,2489
2022484408,4/22/2016,12954,9.329999924,62,0.0,4.429999828,0.419999987,4.46999979,0.0,52,10,273,1105,2638
2022484408,4/24/2016,13481,10.27999973,63,0.0,4.550000191,1.149999976,4.579999924,0.0,37,26,216,1161,2529
2022484408,4/25/2016,11369,8.010000229,52,0.0,3.329999924,0.219999999,4.460000038,0.0,44,8,217,1171,2470
2022484408,4/26/2016,10119,7.190000057,79,0.0,1.429999948,0.660000026,5.110000134,0.0,55,24,275,1086,2793
2022484408,4/27/2016,10159,7.130000114,39,0.0,1.039999962,0.970000029,5.119999886,0.0,19,20,282,1119,2463
2022484408,4/28/2016,10140,7.119999886,26,0.0,0.409999996,1.330000043,5.389999866,0.0,6,20,291,1123,2296
2022484408,4/29/2016,10245,7.190000057,61,0.0,0.479999989,1.210000038,5.5,0.0,21,40,281,1098,2611
2022484408,5/1/2016,10538,7.400000095,53,0.0,1.940000057,0.959999979,4.5,0.0,25,28,245,1142,2380
